Asian lunar exploration probes
Mission name
Hiten (MUSES-A)
Hagoromo
Lunar-A
SELENE (VRAD)
Chang'e 1
Chandrayaan-1
Chang'e 2
Chang'e 3
Chang'e 5-T1
Chang'e 4
Chandrayaan-2
Chandrayaan-3
Chang'e 5
Korea Pathfinder Lunar Orbiter
SELENE-2
SLIM
DESTINY+
Chang'e 6
Chang'e 7
Lunar Polar Exploration Mission
Chang'e 8
North Korean mission to Moon
