Client,Creator,Software license,Latest release
BookmarkSync,Jack Dean,Proprietary,Windows: 3.0.0 (August 2010; 9 years ago (2010-08)) [±] Mac OS X: 1.0.4 (September 14  2005; 14 years ago (2005-09-14)) [±] BookmarkSync was discontinued some time around 2006.
SiteBar,Ondrej Brablc,GPL,3.4 12 February 2014; 5 years ago (2014-02-12)
Pale Moon Sync,M.C. Straver,Mozilla Public License,N/A (part of Pale Moon)
[empty],[added],[added],[added]
Eversync,Nimbus Web Inc,Proprietary,Firefox: 15.5.1 (July 5  2018; 17 months ago (2018-07-05)) [±] Chrome: 17.1.1 (July 5  2018; 17 months ago (2018-07-05)) [±] IE: Android: 1.11.1 (May 19  2017; 2 years ago (2017-05-19)) [±] iOS: 2.6 (October 4  2016; 3 years ago (2016-10-04)) [±] Windows Phone:
Client,Creator,Software license,Latest release
