Microsoft Photos,fullscreen  slideshow  fit  zoom  print,[empty],Proprietary
Phase One Media Pro,Thumbnails  Slideshow  Zoom  Print  Light Table  Library organization  best practice DAM,Rotate  rename  delete  batch rename  Add/Edit Metadata (IPTC  EXIF  Custom)  Free Reader App to distribute catalogs,Proprietary
Paint.net,Thumbnail  Zoom  Rotation  Multiple Page support  Pan  Fit to screen,Resize  Crop  Copy  Paste  Black and white/sepia  various blurs  add and reduce noise  Plugin Support,(Creative Commons Non commercial CC-BY-NC)
Apple Photos,[empty],[empty],Proprietary
Picasa,Zoom  lossless rotate  histogram  camera information  Thumbnails (fully adjustable)  Slide Show (Full Screen w/zoom)  Magnifier  Search  Search for faces,Crop  straighten  redeye  color tweaking  retouch  tuning  add text  numerous effects  batch edit  batch rename  video rendering  HTML gallery creation  photo browser application creator  screensaver  face recognition  keyword tagging  geo-tagging  photo collage  original file preservation  reorganize storage,Proprietary
Preview,Zoom  rotate  metadata,Crop  straighten  color tweaking  profile assignment,Proprietary
Shotwell,Thumbnails  Fullscreen  Slideshow  Zoom  Print  Camera Information  Events,Auto Enhance  Rotate  Mirror  Flip  Red Eye  Crop  Exposure  Saturation  Tint  Temperature  Shadows  Revert to Original  Rename  Straighten  Change Time/Date  Publish to Facebook  Picasa Web Albums  Flickr,LGPL
Simple Comic,Slideshow  double image layout  left-to-right & right-to-left ordering  thumbnail navigation  zoom  print,Quick Look for comic book archives  Finder icons  text notes  delete files  extract files,MIT
STDU Viewer,Fullscreen  fit to window  zoom  print,rotate  brightness  contrast  gamma setting,Proprietary
Windows Photo Gallery,Fullscreen  slideshow  fit  zoom  print,Panorama stitching  adjust brightness  contrast  color saturation/hue  filters  stitching  rotate  straightening and skew  face recognition,Proprietary
Windows Photo Viewer,Fullscreen  slideshow  fit  zoom  print,rotate  lossy JPEG rotate  annotate TIFF images,Proprietary
XnView and XnViewMP,Thumbnails (user-defined sizes)  fullscreen  slideshow  zoom  fit  view IPTC and Exif info,Resize  crop  rotate  flip  JPEG lossless rotate/flip/crop  adjust exposure and colors etc.  filters (sharpen  blur  average  emboss)  batch convert  batch rename  edit IPTC info,Proprietary
Xv,View as ASCII or Hex  magnify  determine pixel values,Crop  pad  resize  rotate  flip  brightness  contrast  gamma  saturation  hue  colormap  reduce colors  dither  convert  and more,Proprietary
Zoner Photo Studio,Thumbnails (user-defined sizes)  fullscreen  histogram  slideshow with transition effects  auto rotation  JPEG lossless rotate  pan  zoom  fit  IPTC and Exif info  GPS support  full Unicode support  free version does not support color profiles,Resize  crop  rotate  flip  JPEG lossless rotate/mirror  adjust exposure  colors  contrast  saturation  hue  white balance  levels  curves  gamma correction  filters (sharpen  blur  soften  edge  emboss  average  grayscale  ...)  .8bf (Photoshop) plugins compatibility  color management  batch operations  image conversions with reduced/dithered colors  batch rename  red eye removal  edit ITPC  XMP and Exif info  time creation offset  merge to HDR  PDF presentation  panorama creation  lens correction  anti-vignetting  web picture gallery  DNG/RAW image converter  TWAIN scanners support  send pictures via e-mail  3D pictures  dynamic calendar generation  support for WIC codecs (RAW processing),Proprietary
Name,View functions,Other functions,License
Program,Comic book,PDF,BMP,JPEG,PNG,TIFF,GIF,PSD,Other graphics file formats
ACDSee,[empty],[empty],BMP,JPEG,PNG,TIFF,GIF,PSD,ACDSee reads 9 compression formats and writes to 2  reads 33 video formats  and supports 61 image formats and writes to 16  including EMF  PCX  PIC  PICT  PSD  PSP  SGI  TGA  WMF  XBM  various camera formats among others
Adobe Bridge,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Displays all file types supported by Adobe Creative Suite
Aperture,[empty],PDF,[empty],JPEG,PNG,TIFF,GIF,PSD,PSD  OLY [citation needed] Various video formats including: AVI  MOV  MPEG
CDisplay,CBZ  CBR  CBT  CBA,[empty],BMP,JPEG,PNG,[empty],GIF,[empty],[empty]
Comix,CBZ  CBR  CBT,[empty],[empty],JPEG,PNG,[empty],[empty],[empty],...
digiKam,[empty],[empty],BMP,JPEG,PNG,TIFF,GIF,[empty],JPEG 2000  PCX  WMF  PNM  PPM  XCF  XPM  PGX  MPEG  MPO  MPE  AVI  MOV  ASF
Eye of GNOME,[empty],[empty],BMP,JPEG,PNG,TIFF,GIF,[empty],PNM  RAS  ICO  XPM  SVG
F-Spot,[empty],[empty],[empty],JPEG,PNG,TIFF,GIF,[empty],PPM  SVG
FastPictureViewer,[empty],[empty],BMP,JPEG,PNG,TIFF,[empty],PSD,HD Photo  HDP  WDP  JPEG XR (+ RLE  DIB  ICO  MTIFF in the registered edition  as well as DjVu  TGA  PSD  HDR  DDS  EXR  J2K  PNM  PBM  PGM  PBM  LRPREV  JPS through additional WIC codecs from the optional FastPictureViewer Codec Pack or from 3rd parties)
FastStone Image Viewer,[empty],[empty],BMP,JPEG,PNG,TIFF,GIF,PSD,loading of: JPEG 2000  PCX  WMF  ICO  CUR  TGA  CRW  saving to: BMP  GIF  JPEG  JPEG 2000  PCX  PNG  PPM  TGA  TIFF  PDF
Geeqie,[empty],[empty],BMP,JPEG,PNG,TIFF,GIF,[empty],ANI  APM  CUR  ICNS  ICO  JP2/JPC/JPX/J2K/JPF  JPS  MPO  PCX  PBM/PGM/PNM/PPM  QIF/QTIF (QuickTime Image Format)  RAS (Sun Raster)  SVG/SVGZ  TGA/TARGA  WBMP  WMF  XBM  XPM
Gonvisor,CBZ  CBR  CBA  CB7,PDF,BMP,JPEG,PNG,[empty],GIF,[empty],Opens images contained in rar  zip  ace and 7zip files.
GraphicConverter,[empty],PDF,BMP,JPEG,PNG,TIFF,GIF,PSD,190 types read  79 types saved
gThumb,[empty],[empty],BMP,JPEG,PNG,TIFF,GIF,[empty],[empty]
Gwenview,[empty],[empty],BMP,JPEG,PNG,TIFF,GIF,PSD,MNG  SVG  XCF  RAW (NEF)  etc.
iPhoto,[empty],[empty],[empty],JPEG,PNG,[empty],GIF,PSD,RAW (All QuickTime supported images)  PSD (Leopard)  AVI (Leopard)  MOV (Leopard)
IrfanView,[empty],PDF,BMP,JPEG,PNG,TIFF,GIF,PSD,~70 types including : AIF  ANI/CUR  ASF  AU/SND  AVI  B3D  DIB  CAM (Casio JPG)  CLP  DDS  Dicom/ACR  DJVU  ECW  EMF/WMF  EPS/PS  FITS  FlashPix (FPX)  FSH  G3  HDR  ICO/ICL/EXE/DLL  IFF/LBM  IMG (GEM)  JPEG 2000  JPM  KDC  LDF  LWF  MED  MID/RMI  MNG/JNG  MOV  MP3  MPG  MrSID  NLM/NOL/NGG  OGG  PBM/PGM/PPM  PCX/DCX  PhotoCD  PIC  PSD  PSP  RAS/SUN  RAW  Real Audio (RA)  RLE  SFF  SFW  SGI/RGB  SWF (Flash/Shockwave)  TGA  TTF  TXT  WAD  WAL  WAV  WBMP  WBZ/WBC  XBM  XPM  CAD formats. Partial support: MOV  QTIF  Mac PICT  FLI/FLC  SVG. Note that some modes don't display large animated GIF files entirely (for example the Slideshow mode).
KSquirrel,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],51 types
KPhotoAlbum,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Photo formats supported by KDE; AVI  MPEG  RAW
Lphoto,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],iPhoto Clone
Phase One Media Pro,[empty],PDF,[empty],JPEG,PNG,TIFF,GIF,PSD,Supports over 100 file formats for images  videos and documents  including: PSD  IIQ  CR  EIP  DOC
Picasa,[empty],[empty],BMP,JPEG,PNG,TIFF,GIF,[empty],8 types including TGA  RAW  and some movie formats
Preview,[empty],PDF,BMP,JPEG,PNG,TIFF,GIF,[empty],All QuickTime images:
ResourceSpace,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Hundreds; all types supported by ImageMagick and FFmpeg plus InDesign
Shotwell,[empty],[empty],[empty],JPEG,PNG,TIFF,GIF,[empty],RAW and some video formats
Simple Comic,CBZ  CBR  CB7,[empty],[empty],JPEG,PNG,[empty],GIF,[empty],JPEG2000  any other Core Image supported format. Also opens 7-Zip  LHA  RAR  ZIP
STDU Viewer,[empty],PDF,BMP,JPEG,PNG,TIFF (multipage),GIF,PSD,TXT  EMF  WMF  DjVu  XPS
Windows Photo Viewer,[empty],[empty],BMP,JPEG,PNG,TIFF,GIF,[empty],WMF  EMF  ICO
XnView and XnViewMP,[empty],PDF,BMP,JPEG (IPTC&Exif),PNG,TIFF (multipage),GIF,PSD,reads over 500 formats [1] including: FAX  EPS  WMF  DICOM  DPX; writes about 75 formats[2]
Xv,[empty],[empty],BMP,JPEG,PNG (with patch),TIFF,GIF,[empty],PBM  PGM  PPM  XPM  Sun Rasterfile  Targa  RGB  PCX  FITS  PM  PostScript
Zoner Photo Studio,[empty],[empty],BMP,JPEG,PNG,TIFF,GIF/aGIF,[empty],HDP/WDP  PSD  PSB  PSP/PSPIMAGE  DIB/RLE  J2K/JPC/JP2  PAM  PBM  PGM  PNM  PCD  PCX  WBMP/WBM  TGA  ICO  MAC  WPG  BMI  MDM  THN  DCM  stereo pictures: JPS  PNS  BMS.
Program,Comic book,PDF,BMP,JPEG,PNG,TIFF,GIF,PSD,Other graphics file formats
Program,ARW Sony,CR2 Canon,DNG Adobe,NEF Nikon,ORF Olympus,PEF Pentax,RAF Fujifilm,SRW Samsung,X3F Sigma,Others,Notes
ACDSee,ARW,CR2,DNG,NEF,ORF,PEF,RAF,SRW,X3F,cRAW  CRW  DCR  ERF  HDR  MRW  RAW  RWL  sRAW,[1]
Aperture,ARW,CR2,DNG,NEF,ORF,PEF,RAF,SRW,X3F,CRW  MOS  RAW  FFF  3FR,[2]
digiKam,ARW,CR2,DNG,NEF,ORF,PEF,RAF,SRW,X3F,Several,[3][4]
F-Spot,ARW?,CR2,DNG,NEF,ORF,PEF,RAF,SRW?,X3F?,CRW  MRW  RAW  SRF,[added]
FastPictureViewer (registered edition),ARW,CR2,DNG,NEF,ORF,PEF,RAF,SRW,X3F,NRW  RW2  SR2  SRF  RWZ etc.,[5]
FastStone Image Viewer,ARW,CR2,DNG,NEF,ORF,PEF,RAF,SRW,X3F,CR3  CRW  NRW  RWL  MRW  SR2  SRF  RW2,[6]
Geeqie,ARW,CR2,DNG,NEF,ORF,PEF,RAF,SRW?,X3F,3FR  CRW  DCR  ERF  K25  KDC  MEF  MOS  MRW  PTX  R3D  RAW  SR2  SRF,[added]
IrfanView,ARW,CR2,DNG,NEF,ORF,PEF,RAF,SRW,X3F,CRW  EEF  DCR  MRW  NRW  RW2  SRF,[7]
Phase One Media Pro,ARW?,CR2?,DNG,NEF,ORF?,PEF?,RAF,SRW,X3F?,CRW  MOS  RAW,[added]
Picasa,ARW,CR2,DNG,NEF,ORF,PEF,RAF,SRW,X3F,3FR  CRW  DCR  KDC  MRW  NRW  RAW  RW2  SRF  SR2,[8]
Shotwell,ARW?,CR2?,DNG?,NEF?,ORF?,PEF?,RAF?,SRW?,X3F?,[empty],Support "limited"  export 8-bit only [9]
XnView and XnViewMP,ARW,CR2,DNG,NEF,ORF,PEF,RAF,SRW,X3F,CRW  RWZ and more,[10]
Zoner Photo Studio,ARW,CR2,DNG,NEF,ORF,PEF,RAF,SRW,X3F,3FR  CRW  ERF  KDC  MEF  MRW  RAW  RW2  RWZ  SR2  SRF,[11]
