Maker,Model,Number,E-Books,Images,Audio/Video
.azw,.cbr,.cbz,.chm,.djvu,.doc
Aluratek,Liber Touch,09,No,No,No
Aluratek,Libre Air,11,No,No,No
Aluratek,Libre Color eBook Reader,10,No,No,No
Aluratek,Libre Pro,08,No,No,No
Amazon.com,Kindle 3 Wi-Fi & 3G,12+,Yes,No,Yes
Amazon.com,Kindle DX,12,Yes,No,Unknown
Amazon.com,Kindle 2,12,Yes,No,No
Amazon.com,Kindle,Unknown,Yes,No,Unknown
Asus,Eee Reader DR900,Unknown,No,No,Yes
Barnes & Noble,Barnes & Noble Nook Color,15+,No,Unknown,Unknown
Barnes & Noble,Nook,04,No,Unknown,Unknown
Barnes & Noble,Nook Simple Touch,08,No,Unknown,Unknown
Bookeen,Cybook Orizon,08,No,Unknown,Unknown
Bookeen,Cybook Opus,06,No,Unknown,Unknown
Bookeen,Cybook Gen3,07,No,Unknown,Unknown
bq,Movistar ebook bq,14,No,No,No
Condor Technology,eGriver IDEO,18,No,Unknown,Unknown
Condor Technology Associates,eGriver Touch,08,No,Unknown,Unknown
EBS Technology,Agebook+6,12,No,Unknown,Unknown
Ectaco,JetBook Color,Unknown,Unknown,Unknown,Unknown
Elonex,Elonex ebook,Unknown,Unknown,Unknown,Unknown
Endless ideas,BeBook&One (Hanlin V3 clone),23,No,Unknown,Unknown
Endless ideas,BeBook&Mini (Hanlin V5 clone),23,No,Unknown,Unknown
Foxit&Corp.,eSlick,Unknown,Unknown,Unknown,Unknown
Hanvon,WISEreader N516,Unknown,Unknown,Unknown,Unknown
Hanvon,WISEreader N518 19,Unknown,Unknown,Unknown,Unknown
Hanvon,WISEreader N520,Unknown,Unknown,Unknown,Unknown
Hanvon,WISEreader N526,Unknown,Unknown,Unknown,Unknown
Interead,COOL-ER,Unknown,Unknown,Unknown,Unknown
iPapyrus Inc.,iPapyrus 6,Unknown,Unknown,Unknown,Unknown
iRex Technologies,Digital Reader 800,Unknown,Unknown,Unknown,Unknown
iRex Technologies,Digital Reader 1000,09,Unknown,Unknown,Unknown
iRex Technologies,iLiad,Unknown,Unknown,Unknown,Unknown
Iriver,Story,Unknown,Unknown,Unknown,Unknown
Iriver,IRiver Story HD,15,No,No,Yes
italica GmbH,Paperback 1.0,06,No,Unknown,Unknown
JinKe,Hanlin V2,Unknown,Unknown,Unknown,Unknown
JinKe,Hanlin V3,19,Unknown,Unknown,Unknown
JinKe,Hanlin V5,Unknown,Unknown,Unknown,Unknown
JinKe,Hanlin V6.0,Unknown,Unknown,Unknown,Unknown
Kobo,eReader,03,No,Unknown,Unknown
Kobo,eReader WiFi,09,No,Yes,Yes
Kobo,eReader Touch,14,No,Yes,Yes
Kogan.com,Kogan eBook Reader,16,No,Unknown,Unknown
Kolporter,eClicto,Unknown,Unknown,Unknown,Unknown
Manta,Ebook04,15,Unknown,Unknown,Unknown
Newsmy,e6210,Unknown,No,No,No
Onyx Inc.,Boox&A60/60S,22,No,Yes,Yes
Onyx Inc.,Boox X60/60S,22,No,No,No
Onyx Inc.,Boox M90/90S,22,No,Yes,Yes
Onyx Inc.,Boox M92/92s,22,No,Yes,Yes
Onyx Inc.,Boox M96,26+,No,Yes,Yes
Onyx Inc.,BOOX I62,22,No,Yes,Yes
Onyx Inc.,BOOX I62HD,22,No,Yes,Yes
Onyx Inc.,BOOX I62ML,22,No,Yes,Yes
PocketBook,PocketBook 360 Plus,18,No,Unknown,Unknown
PocketBook,PocketBook Pro 602,18,No,Unknown,Unknown
PocketBook,PocketBook Pro 603,18,No,Unknown,Unknown
PocketBook,PocketBook Pro 902,18,No,Unknown,Unknown
PocketBook,PocketBook Pro 903,18,No,Unknown,Unknown
Samsung,Papyrus,03,No,No,No
Samsung,E6,Unknown,No,Unknown,Unknown
Sony,DPT-S1,01,No,No,No
Sony,Librié,Unknown,Unknown,Unknown,Unknown
Sony,Reader Pocket Edition PRS-300,06,No,Unknown,Unknown
Sony,Reader PRS-500,09,No,Unknown,Unknown
Sony,Reader PRS-505,Unknown,Unknown,Unknown,Unknown
Sony,Reader Touch Edition PRS-600,12,No,Unknown,Unknown
Sony,Reader PRS-700,Unknown,Unknown,Unknown,Unknown
Sony,Reader Daily Edition PRS-900,11,No,Unknown,Unknown
Spring Design,Alex eReader,05,No,Unknown,Unknown
Stereo International Enterprise,ES600,08,No,Unknown,Unknown
TrekStor,eBook Reader 3.0,08,No,No,No
Velocity Micro,Cruz Reader,14+,No,Unknown,Unknown
Velocity Micro,Cruz Tablet T103,14+,No,Unknown,Unknown
Velocity Micro,Cruz Tablet T301,14+,Yes,Unknown,Unknown
Wolder Electronics,Boox-S,14,No,Unknown,Unknown
Maker,Model,Number,E-books,Images,Audio/Video
.azw,.cbr,.cbz,.chm,.djvu,.doc
