Name,Developer,Status,First release,Latest release,Current version,Based on,License,Source available
AbsoluteTelnet,Celestial Software (Brian Pence),[empty],1996,2016-10-12,10.16<ref>https://www.celestialsoftware.net/absolutetelnet-ssh-client/absolutetelnet/ssh-version-history-9.53.html</ref>,[empty],[empty],[empty]
ConnectBot,Kenny Root / Jeffrey Sharkey,[empty],2007-11,2018-11-09,1.9.2 <ref>https://connectbot.org/</ref>,Trilead SSH-2 for Java,[empty],[empty]
CRAX Commander,Soft4U2 Marcin Słowik,[empty],2013-09,2015-12-01,1.10.6,libSSH2,[empty],[empty]
Dropbear,Matt Johnston,[empty],2003-04-06,2017-05-18,2017.75,[empty],[empty],[empty]
eSSH Client,Ecode Software,[empty],2002-07,[empty],[empty],[empty],[empty],[empty]
lsh,Niels Möller,[empty],1999-05-23,2013-06-26,2.1,[empty],[empty],[empty]
OpenSSH (OpenBSD Secure Shell),The OpenBSD project,[empty],1999-12-01,2019-4-17,8.0,ossh,[empty],[empty]
PuTTY,Simon Tatham,[empty],1999-01-22,2019-03-16,0.73<ref></ref>,[empty],[empty],[empty]
SecureCRT,VanDyke Software,[empty],1998-06,2018-11-15,8.5.2<ref></ref>,[empty],[empty],[empty]
SSH Tectia Client/ConnectSecure,SSH Communications Security (former Tectia),[empty],1995-07,2017-06-22,6.4.15,Own implementation in C,[empty],[empty]
SSH Secure Shell Client,SSH Communications Security Corp.,[empty],2000,2003,3.2.9<ref>https://sils.unc.edu/it-services/servers/using-ssh</ref>,[empty],[empty],[empty]
Tera Term,TeraTerm Project,[empty],2004,2018-08-31,4.100<ref></ref>,Tera Term Pro 2.3 (1994–1998),[empty],[empty]
TN3270 Plus,SDI USA  Inc.,[empty],2006,[empty],[empty],[empty],[empty],[empty]
TtyEmulator,FCS Software,[empty],2002-05,[empty],[empty],[empty],[empty],[empty]
ZOC Terminal,EmTec  Innovative Software,[empty],1995-07-01,2018-10-17,7.21.1<ref></ref>,[empty],[empty],[empty]
Name,macOS,Windows,Cygwin,BSD,Linux,Solaris,Java,OpenVMS,z/OS,AIX,HP-UX,iOS,Android,Maemo,Windows Phone
AbsoluteTelnet,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
ConnectBot,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
CRAX Commander,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Dropbear,[empty],[empty],[empty],[empty],[empty],[empty],{{?}},{{?}},{{?}},[empty],[empty],[empty],[empty],[empty],[empty]
eSSH Client,[empty],[empty],{{?}},[empty],[empty],[empty],{{?}},{{?}},{{?}},[empty],[empty],[empty],[empty],[empty],[empty]
lsh,[empty],[empty],[empty],[empty],[empty],[empty],{{?}},{{?}},{{?}},[empty],[empty],[empty],[empty],[empty],[empty]
OpenSSH (OpenBSD Secure Shell),[empty],[empty],[empty],[empty],[empty],[empty],{{?}},[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
PuTTY,[empty],[empty],{{?}},[empty],[empty],[empty],[empty],{{?}},{{?}},[empty],[empty],[empty],[empty],[empty],[empty]
SecureCRT,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
SmartFTP,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
SSH Tectia Client/ConnectSecure,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Tera Term,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
TN3270 Plus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
TtyEmulator,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
WinSCP,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
ZOC,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Name,OS X,Windows,Cygwin,BSD,Linux,Solaris,Java,OpenVMS,z/OS,AIX,HP-UX,iOS,Android,Maemo,Windows Phone
