System,Creator,License,Implementation language(s),Back end,Launch date,Refs
Apache Bloodhound,Apache Software Foundation,free|Apache License,Python,MySQL  PostgreSQL  SQLite,2012,[1]
Assembla Tickets,Assembla,Proprietary  hosted Available for free for open source projects,Ruby,MySQL,2008,[empty]
Axosoft,Axosoft LLC,proprietary|Proprietary  Saas,C#  NET,SQL Server,2002,[empty]
Bugzilla,Mozilla Foundation,free|MPL,Perl,MySQL  Oracle  PostgreSQL  SQLite,19980919,[empty]
Debbugs,Debian,free|GPL,Perl,Flat file  Berkeley DB indexesCitation needed|date=June 2013,Between 1994 and 1999[2],[empty]
Faveo Helpdesk,Ladybird Web Solution,free|Open Software License,PHP,MySQL,2015,[empty]
FogBugz,Glitch,Saas,ASP on Windows  PHP on macOS  FreeBSD  and Linux,SQL Server  MySQL,2000,[3]
Fossil,D Richard Hipp,free|BSD,C,SQLite,2006,[empty]
FusionForge,Various (open source contributors),free|GPLv2,PHP,PostgreSQL,200902,[empty]
GLPI,INDEPNET,free|GPLv2,PHP,MySQL,20031117,[empty]
GNATS,Free Software Foundation,free|GPL,C  Web Frontend In Perl,Text files with custom daemon/search engine,1992,[empty]
HP Quality Center,HewlettPackard  formerly Mercury Interactive,proprietary|Proprietary,NET (client)  Java (server),Oracle  SQL Server,1995,[empty]
IBM Rational ClearQuest,Rational Software,proprietary|Proprietary,kernel executables for several platforms; hooks Perl and Visual Basic,IBM DB2  Oracle  SQL Server  Access  Sybase ASA,1998,[empty]
IBM Rational Team Concert,Rational Software,proprietary|Proprietary,kernel Java; API Java,IBM DB2  Oracle  SQL Server  Apache Derby,2008,[empty]
Jira,Atlassian,Proprietary Free community licenses for open source and academic projects,Java,MySQL  PostgreSQL  Oracle  SQL Server,2002,[empty]
Launchpad,Canonical Ltd,free|AGPL,JavaScript  Python,PostgreSQL,200401,[empty]
MantisBT,Various (open source contributors),free|GPL,PHP,ADOdb (MySQL  PostgreSQL  SQL Server  etc),2000,[empty]
Microsoft Dynamics CRM,Microsoft,proprietary|Proprietary  Commercial,NET,Microsoft SQL Server,2003,[empty]
OpenProject,OpenProject Foundation eV,free|GPL,Ruby  JavaScript,MySQL  PostgreSQL  MariaDB,2010,[empty]
orgmode,Carsten Dominik,free|GPL,Emacs,Flat file,2003,[empty]
OTRS,OTRS,free|AGPL,Perl  JavaScript,MySQL  PostgreSQL  Oracle  SQL Server,2002,[empty]
Phabricator,Facebook,free|Apache License,PHP,[empty],2010,[empty]
Pivotal Tracker,Pivotal Labs,Proprietary  free version for public projects  nonprofits and academic institutions,Ruby,Ruby on Rails  MySQL  Memcached,2008,[empty]
Redmine,JeanPhilippe Lang,free|GPLv2,Ruby,MySQL  PostgreSQL  SQLite,2006,[empty]
Request Tracker,Best Practical Solutions  LLC,free|GPLv2,Perl,MySQL  PostgreSQL  Oracle  SQLite,19991013,[empty]
Roundup,KaPing Yee  Richard Jones,free|MIT license (ZPL v 20 for the template system),Python,SQLite  MySQL  PostgreSQL  Berkeley DB,2001,[empty]
StarTeam,originally Starbase Corporation  currently Borland,proprietary|Proprietary,C  Java  etc,SQL Server recommended  Oracle  DB2 supported,unk,[empty]
Supportworks,Hornbill Systems,proprietary|Proprietary,C and PHP,SQL Server  MySQL  Oracle  Sybase,1994[4],[empty]
SysAid,SysAid Technologies,proprietary|Proprietary,C#  Java,Derby  Microsoft SQL Server  MySQL  Oracle,2002,[empty]
Team Foundation Server,Microsoft,proprietary|Proprietary  Commercial,NET,MS SQL Server 2005 & 2008,2005,[empty]
TestTrack,Seapine Software,proprietary|Proprietary,C  Qt4  JavaScript,Oracle  PostgreSQL  SQL Server  SQLite,1996,[empty]
Trac,Edgewall Software,free|New BSD,Python,SQLite  PostgreSQL  MySQL,20061001,[empty]
TrackerSuiteNet,Automation Centre,proprietary|Proprietary,C#,SQL Server  SQL Server Express,2006,[empty]
Tuleap,enalean,free|GPLv2,php,LAMP  MySQL,2011,[empty]
Twproject,Open Lab,Proprietary  some parts LGPL,Java,all relational (uses Hibernate),2003,[empty]
Usersnap,Usersnap GmbH,proprietary|Proprietary,Python  JavaScript,MongoDB ,2013,[empty]
Wrike,Wrike  Inc,proprietary|Proprietary  hosted,Java,PostgreSQL,2006,[empty]
YouTrack,JetBrains sro,Proprietary  standalone and hosted  free version  free for open source projects,Java,JavaScript and Kotlin,2009,[empty]
System,Creator,License,Implementation language(s),Back end,Launch date,Refs
