Software Name,Developer,First public release,Predecessor,Latest Stable version / (Date),Operating system,Price in USD,License,Microsoft Office (.doc  .xls) support,Microsoft Office Open XML support,OpenDocument support,Portable Document Format support
Ability Office,Ability Plus Software,1995,—,6.00,Windows,[empty],[empty],[empty],[empty],[empty],Export
Apache OpenOffice,Apache Software Foundation,2012 May,OpenOffice.org  <br />StarOffice,[empty],Windows  Mac OS  Linux  BSD  Unix  Solaris/Illumos,[empty],[empty],[empty],Import-only,[empty],[empty]
Breadbox Office,Breadbox Computer Company,1990,—,4.1.3.0,DOS  Windows,[empty],[empty],[empty],[empty],[empty],[empty]
Calligra Suite,KDE,2011,KOffice,[empty],Windows  Mac OS  Linux  BSD  Solaris/Illumos,[empty],[empty],Import,Import,[empty],Export<ref name="os">Not included in this office suite  but provided in the Desktop Environment.</ref>
Feng Office Community Edition,Feng Office,2007,—,1.6.1,Fully online,[empty],[empty],[empty],[empty],[empty],[empty]
GobeProductive,Gobe Software,1998,—,3.04 / 2.01,Windows  BeOS,[empty],[empty],[empty],[empty],[empty],[empty]
G Suite (formerly Google Apps for Work),Google,2006,Writely,2014,Fully online,[empty],[empty],[empty],[empty],[empty],[empty]
Google Docs,Google,2006,Writely,2014,Fully online,[empty],[empty],[empty],<ref></ref>,[empty],[empty]
iWork,Apple Inc.,2005,AppleWorks<ref name="iWork_05"></ref>,Pages 8.0 / Numbers 6.0 / Keynote 9.0.1 (),Mac OS  iOS  online,[empty],[empty],[empty],Import,[empty],Export
LibreOffice,The Document Foundation formerly Sun Microsystems and Go-oo,2010 September,OpenOffice.org  Go-oo <br />StarOffice,[empty],Windows  Mac OS  Linux  BSD  Unix  Solaris/Illumos,[empty],[empty],[empty],[empty],[empty],[empty]
Lotus SmartSuite,IBM,1992 <ref>Release date of Lotus SmartSuite from http://www.findarticles.com/p/articles/mi_m3563/is_n7_v9/ai_14346979 </ref>,—,9.8,Windows  OS/2,[empty],[empty],[empty],[empty],[empty],[empty]
MarinerPak,Mariner Software,1996,—,10.0,Classic Mac OS  Mac OS X,[empty],[empty],Import,[empty],[empty],[empty]
Microsoft Office,Microsoft,1990 (Macintosh)  1992 (Windows),Microsoft Word<br />Microsoft Excel<br />Microsoft PowerPoint,2016 (16.0) (Windows) <br />2016 (15.4.0) (Mac OS),Windows  Mac OS,[empty],[empty],[empty],<ref>File format reference for Word 2013  PowerPoint 2013  and Excel 2013</ref>,[empty],[empty]
Microsoft Works (Discontinued in 2009),Microsoft,1986,—,Discontinued,Windows  Macintosh,Discontinued,[empty],[empty],[empty],[empty],[empty]
MobiSystems OfficeSuite,MobiSystems,2004,—,Android version: 10.1.16353<ref></ref> iOS version: 6.6<ref></ref> Windows version: 2.95.18960.0<ref></ref>,Android  iOS  Windows<ref></ref>,[empty],[empty],[empty],[empty],[empty],[empty]
NeoOffice,Planamesa Software,2005-06-02,based on OpenOffice.org re-coded for Mac OS,3.2,Mac OS,[empty],[empty],[empty],[empty],[empty],[empty]
ShareOffice,ShareMethods,2007 May,—,—,Fully online,[empty],[empty],[empty],[empty],[empty],[empty]
StarOffice a.k.a. Oracle Open Office,Sun Microsystems for 10 years  Oracle for 1 year,1995,StarWriter,9.0,Windows  Mac OS  Linux  BSD  Unix  Solaris/Illumos,[empty],[empty],[empty],With free plugins,[empty],[empty]
SoftMaker Office,SoftMaker,1987 (for DOS)  1994 (for Windows)<ref></ref>,—,2016 (Windows:  <ref></ref> Linux: <ref></ref>) <br /> Office HD for Android:  <br /> Office Mobile for Android:  <ref></ref><br /> 2010 (Windows Mobile  Windows CE) <br /> 2006 (Handheld PC),Windows  Linux  Android  Windows Mobile  Windows CE  Pocket PC),[empty],[empty],[empty],[empty],, only ODT export  no Import<ref name="ct">c't 14/2018 https://www.heise.de/ct/ausgabe/2018-14-LibreOffice-6-0-gegen-SoftMaker-Office-2018-fuer-Linux-4084433.html</ref>,Export
OnlyOffice,Ascensio Systems,2010,—,—,Fully online,[empty],[empty],[empty],[empty],[empty],[empty]
TeXmacs,Joris van der Hoeven,1996?,—,2012,Windows  Mac OS  Linux  BSD  Unix,[empty],[empty],[empty],[empty],[empty],[empty]
ThinkFree Office,Haansoft,1998,—,3.5,Mac OS X v10.4  Windows  Linux  Fully online,[empty],[empty],[empty],[empty],<ref></ref><ref></ref>,[empty]
Tiki Wiki CMS Groupware,Tiki Software Community Association,2002,—,12.2 LTS  9.8 LTS and 6.14 LTS,Fully online,[empty],[empty],search,search,search,Export and search
WordPerfect Office,Corel,1991,WordPerfect (1982),[empty],Windows,[empty],[empty],[empty],[empty],[empty],Some versions
WPS Office (Kingsoft Office),Kingsoft,1988,—,PC 11.2.0 by April 2019,Windows  Linux  Android  iOS  Mac,[empty],License,[empty],[empty],With free add-in<ref>How to compatible with ODF documents in WPS Office</ref><ref>OpenXML/ODF Translator Add-in for Office</ref>,Export in all versions; Import with subscription only
Zoho Office Suite,Zoho Corp.,2005,—,[empty],Fully online,[empty],[empty],[empty],[empty],[empty],[empty]
Software Name,Developer,First public release,Predecessor,Latest Stable version / (Date),Operating system,Price in USD,License,Microsoft Office (.doc  .xls...) support,Microsoft Office Open XML support,OpenDocument Support,Portable Document Format support
Office suite,Windows,Mac OS,GNU/Linux,BSD,Unix,Android,iOS
Ability Office,[empty],[empty],[empty],[empty],[empty],[added],[added]
Apache OpenOffice,[empty],[empty],[empty],[empty],[empty],[added],[added]
Breadbox Office,[empty],[empty],[empty],[empty],[empty],[added],[added]
Calligra Suite,[empty],[empty],[empty],[empty],[empty],[added],[added]
Feng Office Community Edition,[empty],[empty],[empty],[empty],[empty],[added],[added]
Gobe Productive,[empty],[empty],[empty],[empty],[empty],[added],[added]
Google Apps for Work,[empty],[empty],[empty],[empty],[empty],[empty],[empty]
iWork,(iCloud version),[empty],(iCloud version),(iCloud version),(iCloud version),[empty],[empty]
LibreOffice,[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Lotus SmartSuite,[empty],[empty],(with Wine),[empty],[empty],[added],[added]
MarinerPak,[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Microsoft Office,[empty],(not all features available  e.g. Project  Visio  Access),(with Wine),[empty],[empty],[empty],[empty]
Microsoft Works,[empty],(4.0; Classic only),(with Wine),[empty],[empty],[empty],[empty]
MobiSystems OfficeSuite,[empty],[empty],[empty],[empty],[empty],[added],[added]
NeoOffice,[empty],[empty],[empty],[empty],[empty],[empty],[empty]
ONLYOFFICE,[empty],[empty],[empty],[empty],[empty],[empty],[empty]
SoftMaker Office,[empty],[empty],[empty],(2006),[empty],[empty],[empty]
StarOffice,[empty],(Intel only),[empty],[empty],[empty],[empty],[empty]
TeXmacs,[empty],[empty],[empty],[empty],[empty],[added],[added]
TeamLab,[empty],[empty],[empty],[empty],[empty],[added],[added]
ThinkFree Office,[empty],[empty],[empty],[empty],[empty],[added],[added]
Tiki Wiki CMS Groupware,[empty],[empty],[empty],[empty],[empty],[added],[added]
WordPerfect Office,[empty],[empty],(Ver. 2000),[empty],[empty],[added],[added]
WPS Office (Kingsoft Office),[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Zoho Office Suite,[empty],[empty],[empty],[empty],[empty],[added],[added]
[added],[added],[added],[added],[added],[added],[added],[added]
Office suite,Windows,Mac OS,GNU/Linux,BSD,Unix,Android,iOS
[empty],Word processing Software,Spreadsheet Software,Presentation Software,Notetaking software,Diagramming software,Raster graphics editor,Vector graphics editor,Image viewer,Formula editor,Database management software,Project management software,Desktop publishing software,Communication,Calendaring software,File hosting service
Ability Office,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Apache OpenOffice,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],<ref name = ProjectLibreImport />,[empty],[empty],[empty],[empty]
Breadbox Office,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Calligra Suite,[empty],[empty],[empty],[empty],[empty],[empty],[empty],Gwenview / Digikam<ref name="os" />,[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Feng Office Community Edition,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
GobeProductive,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
G Suite,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
iWork,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
LibreOffice,[empty],[empty],[empty],[empty],[empty],<ref name=DrawGuide></ref>,[empty],<ref name=DrawGuide />,[empty],[empty],<ref name = ProjectLibreImport></ref>,[empty],[empty],[empty],[empty]
Lotus SmartSuite,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
MarinerPak,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Microsoft Office,[empty],[empty],[empty],[empty],[empty],[empty],[empty],<ref></ref>,[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Microsoft Works (Discontinued in 2009),[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
MobiSystems OfficeSuite,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
NeoOffice,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
ShareOffice,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
SoftMaker Office,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[added]
StarOffice,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
TeamLab,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
TeXmacs,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
ThinkFree Office,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Tiki Wiki CMS Groupware,[empty],[empty],with S5 format,[empty],via SVG-edit,via SVG-edit,via SVG-edit,[empty],[empty],[empty],, Tiki Wiki and Tiki Task,[empty],[empty],[empty],[empty]
WordPerfect Office,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
WPS Office (Kingsoft Office),Support More than 200 Language Typesetting,Support More than 200 Functions,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Zoho Office Suite,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
[empty],Word processing Software,Spreadsheet Software,Presentation Software,Notetaking software,Diagramming software,Raster graphics editor,Vector graphics editor,Image viewer,Formula editor,Database management software,Project management software,Desktop publishing software,Communication,Calendaring software,File hosting service
