Program,Fullscreen,slideshow,zoom (styles),cache decoded images,thumbnails (sizes),thumbnail caching,navigation views,print,sort (schemes)
ACDSee,yes,yes,yes 11  fit width and/or height  lock,yes previous  next,yes userdefined,yes database,directorytree  albums  calendar  favourites  search results,yes,yes userdefined  name  date  size  type  
CDisplay,yes,yes,yes 11  fit over/under width/height  fullscreen  doublepage,[empty],Yes Fixed  with scroll,[empty],Thumbnails(of current folder images or archive),No,No
Comix,yes,yes,yes 11  fit over/under width/height  fullscreen  doublepage,[empty],Yes Fixed  with scroll,[empty],Thumbnails(of current folder images or archive),No,No
digiKam,yes,yes,yes fit  in/out,yes previous  next,Yes adjustable size,yes,yes albumtree  tags  calendar  searches  map (geolocation),yes,yes tags  date  keywords  metadata
Eye of gnome,yes,yes,yes /  11  best fit,[empty],image collection pane  only one row,[empty],Thumbnails(of current folder images),yes,No
FSpot,yes,yes,yes,[empty],yes,[empty],list  filetree,[empty],yes keywords
FastPictureViewer,yes,yes Autoadvance mode,yes 11  fit  50%6400% magnifier  clickandhold zooming,yes dynamic  adaptive,yes 96x96px  shown on navigation slider (Vista or later),yes (uses OSmanaged cache on Windows Vista or later),yes Windowed or fullscreen  back and forth navigation  bookmarks  navigation slider,no,yes Filenames  file creation/modification date  Exif date taken  GPS timestamp
FastStone Image Viewer,yes,yes,yes 11  2%5000% magnifier  clickandhold zooming  fit width and/or height  lock,no,yes 6 predefined sizes,yes database,dirtree  back and forth navigation  bookmarks,yes,yes userdefined  name  date  file size  image size  type
Geeqie,yes,yes,yes fit  11  in/out,Yes previous  next,yes 24x24  256x256,yes as pngfiles centrally or in subdir,list  dirtree  collection,yes,yes collections  keywords  directory
gThumb,yes,yes random  forward  reverse,yes fit  11  remember  fitiflarger  in/out,[empty],yes 48x48  256x256  9 sizes,partial Newer versions cache in a central directory,list  icon  subfolders  categories  catalog,yes,yes catalogs  categories
Gwenview,yes,yes,yes fit  11  fitiflarger  zoom to 1600%,[empty],yes adjustable size,yes,yes fullscreen thumbnails  dirtree,yes,yes name  size  date
IrfanView,yes,yes,yes 11  fit width and/or height  lock,no,yes 18 predefined sizes 50Ã—50€“800Ã—800,no,dirtree  search results,yes,yes name  date  file size  image width/height  type  userdefined
KPhotoAlbum,yes,yes,yes fit  in/out  presets,[empty],yes,[empty],views search results,[empty],by date
Phase One Media Pro,yes,yes,yes Fit to viewing area/height/width  11  zoom to 1600%,yes,yes Yes  userdefined,yes Database,yes Catalogsets  date  filetypes  events  author  people  by search  by keywords and all metadata,yes,yes name  date  size  userdefined
Picasa,partial only in slideshow mode,yes,partial no view window  fit to viewing area  11  zoom to 400%,no,yes user defined,yes database,directorytree  albums  timeline,yes,partial name  date  size  userdefined
ResourceSpace,yes,yes,yes,yes,yes user defined,yes database,thumbs  list  events  tags,yes contact sheet,yes date  relevance  colour
Shotwell,Yes,Yes,Yes,no,yes fixed size,yes,Thumbs  Events (dates)  tags,yes,Yes Title  Exposure Date
Simple Comic,yes,yes,yes Magnifying loupe on cursor,[empty],yes,[empty],yes fullscreen thumbnails  thumbnails when hovering over progress bar  single page  double page,no,Only by ascending file name
STDU Viewer,yes,no,yes fit to width  fit to height  fit to size,no,yes,no,no,yes,no
Windows Photo Viewer,yes,yes,yes 11  fit  in/out,yes,no,no,no,yes,no
XnView and XnViewMP,yes,yes,yes 11  fit width and/or height  lock,yes previous  next,yes userdefined,yes database,dirtree  favourites  categories,yes,partial name  date  size  type  etc; no userdefined order
xv,no,yes,[empty],no,yes fixed size,yes in subdirectory (xvpics),[empty],yes,partial name
Zoner Photo Studio,yes,yes,yes 11  fit width and/or height  lock,yes in Viewer  previous and next,yes userdefined,yes database,dirtree  albums  CD compilations  media archive  search results  web albums,yes contact sheet  templates  calendars  paper saver,yes name  date  size  type  etc; userdefined order
Program,Fullscreen,slideshow,zoom (styles),cache decoded images,thumbnails (sizes),thumbnail caching,navigation views,print,sort (schemes)
