Server,Developed by,Software license,Last stable version,Latest release date
AOLserver,NaviSoft,[empty],4.5.2,2012-09-19
Apache HTTP Server,Apache Software Foundation,[empty],2.4.41,2019-08-14
Apache Tomcat,Apache Software Foundation,[empty],9.0.21,2019-06-07
Boa,Jon Nelson and Larry Doolittle,[empty],0.94.13,2002-07-30 (discontinued)
Caddy,Matt Holt,[empty],1.0.0,2019-04-24
Caudium,The Caudium Group,[empty],1.4.18,2012-02-24
[[Cherokee (Webserver)|Cherokee HTTP Server]],�?lvaro López Ortega,[empty],1.2.103,2013-04-21
GlassFish,"Oracle Corporation (initial code from Sun Microsystems)",[empty],5.1,2019-01-28
Hiawatha,Hugo Leisink,[empty],10.9,2019-02-18
HFS,Rejetto,[empty],2.3i,2016-06-14
IBM HTTP Server,IBM,proprietary,9.0.0,2016-03-11
Internet Information Services,Microsoft,proprietary,10.0.17763.1,2018-10-02
Jetty,Eclipse Foundation,[empty],9.4.18,2019-04-29
Jexus,Bing Liu,proprietary,5.5.2,2014-04-27
lighttpd,Jan Kneschke (Incremental),[empty],1.4.54,2019-05-27
LiteSpeed Web Server,LiteSpeed Technologies,proprietary,5.3.7,2019-03-15
Mongoose,Cesanta Software,[empty],6.14,2019-03-04
Monkey HTTP Server,Monkey Software,[empty],1.6.9,2016-05-04
NaviServer,Various,[empty],4.99.18,2019-02-24
NCSA HTTPd,Robert McCool,proprietary,1.5.2a,1996-10-08
Nginx,NGINX  Inc.,[empty],1.16.0,2019-04-23
[[Virtuoso Universal Server|OpenLink Virtuoso]],OpenLink Software,[empty],7.2.5.1,2018-10-22
Oracle HTTP Server,Oracle Corporation,proprietary,12.1.2,2014-09-23
Oracle iPlanet Web Server,Oracle Corporation,[empty],7.0.23,2016-02-12
Oracle WebLogic Server,Oracle Corporation<br />(formerly BEA Systems),proprietary,12cR3 (12.1.3),2014-06-26
Resin Open Source,Caucho Technology,[empty],4.0.57,2018-07-19
Resin Professional,Caucho Technology,proprietary,4.0.49,2016-10-19
thttpd,Jef Poskanzer for ACME Laboratories,[empty],2.27,2014-10-03
TUX web server,Ingo Molnár,[empty],3.2.6.18,2006-09-20
Wakanda Server,Wakanda,[empty],2.1.0,2017-07-27
WEBrick,Ruby Community,[empty],1.9.3 p286 (Ruby),2012-10-12
Xitami,iMatix Corporation,[empty],5.0a0,2009-02-19
Yaws,Claes Wikström,[empty],2.0.4,2016-09-22
Zeus Web Server,Zeus Technology,proprietary,4.3r5,2010-01-13
Zope,Zope Corporation,[empty],2.13.21,2013-07-16
Server,Developed by,Software license,Last stable version,Latest release date
Server,Windows,Linux,macOS,BSD,Solaris,eComStation,OpenVMS,AIX,IBM i,z/OS,HP-UX
AOLserver,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Apache HTTP Server,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Apache Tomcat,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Boa,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Caddy,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Caucho Resin Server,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Caudium<ref></ref>,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Cherokee HTTP Server,<ref name="cherokeeAbout"> "The Windows native build is currently broken."</ref>,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
HFS,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Hiawatha,<ref name="hiawathaAbout"></ref>,<ref name="hiawathaAbout"/>,<ref name="hiawathaAbout"/>,<ref name="hiawathaAbout"/>,<ref name="hiawathaAbout"/>,[empty],[empty],[empty],[empty],[empty],[empty]
IBM HTTP Server,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Internet Information Services,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Jetty (Java),[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Jexus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
lighttpd,<br />(Cygwin),[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
LiteSpeed Web Server,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Mongoose,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Monkey HTTP Server,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
NaviServer,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
