+ List of regular expression libraries
Name
Boost.Regex
BoostXpressive
CL-PPCRE
cppre
DEELX
FREJ
GLib/GRegex
GRETA
Gregex
Helios RXPF
Hyperscan
ICU
Jakarta/Regexp
java.util.regex
JRegex
MATLAB
Oniguruma
Onigmo (Oniguruma-mod)
Pattwo
PCRE
Qt/QRegExp
regex - Henry Spencer's regular expression libraries
RE2
Henry Spencer's Advanced Regular Expressions
RGX
SubReg
TPerlRegEx
TRE
TRegExpr
XRegExp
Wolfram Language (Mathematica)
+ List of languages and frameworks including regular expression support
Language
ActionScript 3
C++11 (C++)
D
Go
Haskell
Java
JavaScript (ECMAScript)
Julia
Lua
Mathematica
.NET
Nim
Free Pascal (Object Pascal)
OCaml
Perl
PHP
POSIX C (C)
Python
Ruby
Rust
SAP ABAP
Tcl
Wolfram Language
XML Schema
XPath 3/XQuery
