[empty],Creator,Latest stable version,Release date,OS,Software license,Open source,Programming language,Plugin support,Runs on macOS Catalina
Launchy,Josh Karlin,250,dts|2010|04|4,Microsoft Windows  Linux  macOS,GPL,yes,C (Qt),Yes| no,[added]
