Software,Developer,First public release,Latest stable date (version),Cost (USD),Open source,License,Linux,Mac OS X,Windows,Framework
7-Zip,Igor Pavlov,1999-07-19,2019-02-21,[empty],[empty],GNU LGPLv2.1+ with unRAR restriction / LZMA SDK in the public domain,[empty],[empty],[empty],C++
AccuHash,Irnis Haliullin,[empty],2008-11-06 (2.0.18),[empty],[empty],proprietary,[empty],[empty],[empty],[empty]
BeaverSFV,Karl-Johan Sjögren,2008-09-14,1.2,[empty],[empty],freeware,[empty],[empty],[empty],.NET
CDCheck,Mitja Perko,2003,2008-04-10 (3.1.14.0),various,[empty],proprietary,[empty],[empty],[empty],VCL
Checksum Compare,Sanktu Aire,2012,2016-02-10 (v1.42),[empty],[empty],freeware,[empty],[empty],[empty],Qt
Checksums,Acera AS,2015-05-12,2015-12-01 (1.0.2),[empty],[empty],freeware,[empty],[empty],[empty],C++
cfv,Matthew Mueller,2000-06-22,2009-06-07 (1.18.3),[empty],[empty],GPL,[empty],[empty],[empty],Python
CHK,Ilya Muravyov,2010,2019-09-20 (v3.21),[empty],[empty],freeware,[empty],[empty],[empty],VCL
cksum,various (POSIX),[empty],various,[empty],[empty],various,[empty],[empty],[empty],C
CyoHash,Graham Bull,2009-09-01,2019-10-04 (2.4.0),[empty],[empty],BSD,[empty],[empty],[empty],C++
Data Digester,Leisenfels,2013-03-14,2015-04-15 (1.6.15),[empty],[empty],proprietary,[empty],[empty],[empty],Java
DeepDigest,Nick Stone,2012-03-24,2014-06-16 (1.3.27),[empty],[empty],GPL,[empty],[empty],[empty],Qt
Double Commander,Alexander Koblov and others,2007,2019-02-16 (0.9.1),[empty],[empty],GPL,[empty],[empty],[empty],Object Pascal (Free Pascal/Lazarus)
DySFV,Johan Sonesson,2007,2013-04-23 (1.4.0.0),[empty],[empty],GPL,[empty],[empty],[empty],.NET
ExactFile,Brandon Staggs,2009,2009-02-23 (1.0.0.15),[empty],[empty],freeware,[empty],[empty],[empty],VCL
eXpress CheckSum Calculator,Irnis Haliullin,2002,2002-12-27 (1.0),[empty],[empty],freeware,[empty],[empty],[empty],[empty]
FastSum,Kirill Zinov,2003,1.7.0.403 GUI/1.9.0.149 CLI,various,[empty],freeware/shareware,[empty],[empty],[empty],[empty]
FCIV,Microsoft,[empty],2004-05-17,[empty],[empty],freeware,[empty],[empty],[empty],[empty]
Febooti Hash & CRC,Febooti Software,2006,2015-09-25 (v3.7),[empty],[empty],freeware,[empty],[empty],[empty],[empty]
FileVerifier++,Tom Bramer,2006,2010-05-22 (0.6.3.5830),[empty],[empty],GPL,[empty],[empty],[empty],[empty]
FlashSFV,Charles DeWeese,2007,2007-07-22 (2.6),[empty],[empty],freeware/donationware,[empty],[empty],[empty],[empty]
FSUM,SlavaSoft,[empty],2007-03-03 (2.52),[empty],[empty],freeware,[empty],[empty],[empty],[empty]
Fsum Frontend,Thierry Micholt,2007,2008-05-27 (1.5.5.1),[empty],[empty],GPL,[empty],[empty],[empty],[empty]
PowerShell (via Get-FileHash),Microsoft,2012-09-04 (3.0),2018-01-10 (6.0),[empty],[empty],MIT License,[empty],[empty],[empty],.NET Core  .NET Framework
GtkHash<ref>https://github.com/tristanheaven/gtkhash</ref>,Tristan Heaven<ref>https://www.unix.com/man-page/all/1/gtkhash/</ref>,2007-06-29 (0.1.0),2018-11-27 (1.2 ),[empty],[empty],GPL,[empty],[empty],[empty],GTK
HashCalc,SlavaSoft,[empty],2007-03-03 (2.02),[empty],[empty],freeware,[empty],[empty],[empty],[empty]
HashCheck Shell Extension: Gurnec version  SDL version,Kai Liu  various  gurnec (2.2.2-2.4.0)  Software Development Laboratories (3.0-3.1),2008-11-29,2016-09-07 (2.4.0),[empty],[empty],BSD,[empty],[empty],[empty],C
HashForm,Igor Gresovnik,2010,? (1.6),[empty],[empty],freeware,[empty],[empty],[empty],.NET
HashShell,Igor Gresovnik,?,2016-06-08 (1.6),[empty],[empty],freeware,[empty],[empty],[empty],.NET
ilSFV,Jud White,2009-10-26,2011-08-16 (1.10),[empty],[empty],freeware,[empty],[empty],[empty],.NET 3.5
jdigest,gdassieu,2009-09-10,2011-06-05 (0.3.0),[empty],[empty],GPL,[empty],[empty],[empty],Java
jHashCalc,Death Master,2007-10-01,2008-10-18 (1.2),[empty],[empty],GPL,[empty],[empty],[empty],Java
Jacksum,Johann N. Löfflmann,2002-07-07,2006-07-30 (1.7.0),[empty],[empty],GPL,[empty],[empty],[empty],Java
MD5 File Hasher,Digital-Tronic,2012,20150818 (1.5.0.1),[empty],[empty],freeware/shareware,[empty],[empty],[empty],[empty]
MD5 & SHA Checksum Utility,Raymond Lin,2013-06-03,2.1,various,[empty],freeware/shareware,[empty],[empty],[empty],.NET
md5deep (and HashDeep),Jesse Kornblum,2003,2014-01-29 (4.4),[empty],[empty],public domain,[empty],[empty],[empty],C++
md5sum,various (POSIX),[empty],various,[empty],[empty],various,[empty],[empty],[empty],[empty]
MD5summer,Luke Pascoe,[empty],2006-04-05 (1.2.0.11),[empty],[empty],GPL / postcards,[empty],[empty],[empty],(Delphi 7)
MD5 Win Verifier,Serafino Sorleti,2014-03-06,2014-06-19 (1.1.0.5),[empty],[empty],freeware,[empty],[empty],[empty],.NET
PeaZip,Giorgio Tani,2006-09-16,2019-09-01 (6.9.2),[empty],[empty],LGPL,[empty],[empty],[empty],Free Pascal
QuickSFV,Mercedes,1999-11-22,2008-03-13 (2.36),[empty],[empty],freeware,[empty],[empty],[empty],[empty]
RapidCRC,[empty],2004,2005-02-05 (0.6.1),[empty],[empty],GPL,[empty],[empty],[empty],[empty]
RekSFV,TryAndError  Inc.,2006,2019-02-23 (v1.8.1),[empty],[empty],freeware,[empty],[empty],[empty],VCL
RHash,Aleksey (Akademgorodok),[empty],2019-02-09 (v1.3.8),[empty],[empty],freeware,[empty],[empty],[empty],C
SafeFileManager,Mindbytez Software,2012-11,2018-08-27 (v1.2),[empty],[empty],freeware,[empty],[empty],[empty],Java
Sigcheck,Mark Russinovich (Sysinternals - Microsoft),?,2016-07-29 (v2.53),[empty],[empty],freeware / Licensing FAQ,[empty],[empty],[empty],?
SFV Checker,Traction Software,[empty],2018-08-13 (2.04),various,[empty],proprietary,[empty],[empty],[empty],[empty]
sha1sum,various (POSIX),[empty],various,[empty],[empty],various,[empty],[empty],[empty],[empty]
sha3sum,various (POSIX),[empty],various,[empty],[empty],various,[empty],[empty],[empty],Perl
SuperSFV,Thomas Dixon,[empty],1.2,[empty],[empty],GPL,[empty],[empty],[empty],[empty]
TeraCopy,Code Sector,2007,2017-02-23 (v3.0),various,[empty],freeware/shareware,[empty],[empty],[empty],Swift  Delphi
Tom's Hash Explorer,Tom Andreas Mannerud,2016,2016-08-19 (1.2.0.0),[empty],[empty],freeware,[empty],[empty],[empty],.NET
Toolsley Hash & Validate,Toolsley.com,2014,various,[empty],[empty],freeware/shareware,[empty],[empty],[empty],[empty]
Total Commander,Christian Ghisler,2010-06-17,2019-03-14 (9.22),[empty],[empty],proprietary,[empty],[empty],[empty],Delphi
WinHasher,Jeffrey T. Darlington,2007-09-26,2013-08-02 (v1.6.2.67),[empty],[empty],GPL,[empty],[empty],[empty],.NET 2.0
wxChecksums,Julien Couot,2003,2006-03-04 (v1.2.2),[empty],[empty],GPL,[empty],[empty],[empty],GTK
Software,Developer,First public release,Latest stable date (version),Cost (USD),Open source,License,Linux,Mac OS X,Windows,Framework
[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added]
Software,CRC32,MD5,SHA-1,SHA-224,SHA-256,SHA-384,SHA-512,SHA-3,Panama,RIPEMD-128,RIPEMD-160,RIPEMD-256,RIPEMD-320,Tiger,Whirlpool,Other
7-Zip,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],CRC64  BLAKE2sp
AccuHash,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
BeaverSFV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
CDCheck,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],MD2  MD4  Adler 32 Gost 32  Haval  Tiger
cfv,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Torrent file
Checksum Compare,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Checksums,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],-
CHK,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Adler-32  BLAKE2b  BLAKE2bp  BLAKE2s  BLAKE2sp  CRC64  MD4  SHA-1 (Base32)  SHA-256 (Base64)  SHA-512/224  SHA-512/256
cksum,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
CyoHash,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],-
Data Digester,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],MD2  MD4  PGP
DeepDigest,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Double Commander,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],BLAKE2s  BLAKE2b  MD4  HAVAL
DySFV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
eXpress CheckSum Calculator,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
ExactFile,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Adler-32  GOST  MD2
FastSum,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
FCIV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Febooti Hash & CRC,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],MD2  MD4
FileVerifier++,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
FlashSFV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
FSUM,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Adler-32
FSUM Frontend,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Total 96 algorithms
PowerShell's Get-FileHash,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],MACTripleDES
HashCalc,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],MD2  MD4  Adler-32
HashCheck Shell Extension,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],MD4
HashForm,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
HashShell,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
ilSFV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Jacksum,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Total 58 algorithms
jdigest,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
jHashCalc,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],MD4
MD5 File Hasher,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
MD5 & SHA Checksum Utility,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
md5deep,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
md5sum,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
MD5summer,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
MD5 Win Verifier,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
MultiHasher,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
QuickSFV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
PeaZip,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Adler-32  CRC16  CRC24  CRC64  eDonkey  MD4
RapidCRC,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
RekSFV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],MD4 and HAVAL
RHash,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],MD4 and more
SafeFileManager,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Sigcheck,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],IMP
SFV Checker,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
sha1sum,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
sha3sum,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Keccak  SHAKE  RawSHAKE
SuperSFV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
TeraCopy,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],XxHash
Tom's Hash Explorer,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Entropy_(information_theory)  Shannon's Entropy
Toolsley Hash & Validate,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Total Commander,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
WinHasher,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
wxChecksums,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Software,CRC32,MD5,SHA-1,SHA-224,SHA-256,SHA-384,SHA-512,SHA-3,Panama,RIPEMD-128,RIPEMD-160,RIPEMD-256,RIPEMD-320,Tiger,Whirlpool,Other
Software,Compare multiple files,Hash single file,Hash several files,Hash directories & sub-directories,exclude filter,Binary output,Bubble Babble output,Base64 output,Hexadecimal output
7-Zip,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
AccuHash,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
BeaverSFV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
CDCheck,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
cfv,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Checksum Compare,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Checksums,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
CHK,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
cksum,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
CyoHash,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Data Digester,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
DeepDigest,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
DySFV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
ExactFile,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
eXpress CheckSum Calculator,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
FastSum,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
FCIV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Febooti Hash & CRC,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
FileVerifier++,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
FlashSFV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
FSUM,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
FSUM Frontend,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
PowerShell's Get-FileHash,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Hashcalc,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
HashCheck Shell Extension,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
HashForm,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
HashShell,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
ilSFV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Jacksum,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
jdigest,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
jHashCalc,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
MD5 File Hasher,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
MD5 & SHA Checksum Utility,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
md5deep,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
md5sum,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
MD5summer,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
MD5 Win Verifier,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
QuickSFV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
PeaZip,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
RapidCRC,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
RekSFV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
RHash,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
SafeFileManager,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Sigcheck,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
SFV Checker,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
sha1sum,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
sha3sum,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
SuperSFV,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
TeraCopy,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Tom's Hash Explorer,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Toolsley Hash & Validate,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Total Commander,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
WinHasher,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
wxChecksums,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Software,Compare multiple files,Hash single file,Hash several files,Hash directories & sub-directories,exclude filter,Binary output,Bubble Babble output,Base64 output,Hexadecimal output
