Program,search (criteria),selection (styles),metadata,adjust image (functions),hotkeys,color management (ICC),JPEG Lossless operations,Unicode support,other / special
ACDSee,yes,yes individual  linear  block,yes Exif  IPTC,yes many,yes,yes,Yes rotation only,yes,GPS Location  Scripts for batch/pre processing  automatic slideshow
CDisplay,No,No,Yes,yes Rotate  Filter,yes configurable,Yes,No,No,Slider  automatic slideshow  mouse control
Comix,No,No,[empty],yes Rotate  Filter,[empty],[empty],[empty],[empty],Slider  automatic slideshow  mouse control
digiKam,yes file name  comments  most Exif and meta data,yes linear  block  complex,yes Exif and IPTC,yes many editing function,yes,yes,Yes in 90° steps,Yes,Geotagging  batch processing  detect duplicate/similar images  export to Internet/social media/HTML
Eye of gnome,No,No,yes,yes Rotate,yes unconfigurable,[empty],yes,[empty],[empty]
FSpot,[empty],[empty],yes,[empty],[empty],[empty],[empty],[empty],Export to HTML  Flickr  or Original
FastPictureViewer,yes Filter the view by rating  file name,yes Copy  move  delete  rate  label,yes Write XMP Rating/Label  IPTC metadata  Windows Rating  embedded or in sidecar files  shows shooting info (Exif) and realtime RGB histogram,no,yes,yes (supports custom monitor profile  direct conversion from image colorspace to monitor colorspace  ICC v4),n/a,yes  native,Native 32 and 64bit  Tethered shooting (MTP/PTP over USB)  Multicoreaware  DirectX accelerated  HD Photo / JPEG XR support
Gonvisor,no,yes Delete  rename,no,yes,yes,yes,n/a,yes  native,Made to easily read comics or manga can display two pages at time and view images in compressed ZIP  RAR  7z  cbr  cba  cbz etc
FastStone Image Viewer,[empty],yes individual  linear,yes EXIF  JPEG comment,yes many,yes,[empty],Yes lossless transitions,yes,full screen mode with all commands available via popup menu bars when approaching the mouse from the borders of the screen
Geeqie,yes collections  keywords  filename  location  size  date  dimensions  comments  previous results,yes block  linear  complex,yes,yes rotate  brightness  contrast,yes,yes,[empty],[empty],find duplicates  sort manager  recent collections
gThumb,yes name  comment  date  category  folder  recursivefolder,yes linear  block  complex,partial,yes manipulate color  flip/rotate  etc,yes,[empty],yes,[empty],bookmarks  comments  rename series  create index image  create HTML album
Gwenview,yes tags,[empty],yes Exif  IPTC  XMP,yes Rotate  Red eye removal  saturation  color balance  levels and more,yes,[empty],yes,yes,batch processing  export to Internet/social media/HTML
KPhotoAlbum,yes keywords  comments  title  any field from Exif metadata,yes linear  complex,partial,yes per KIPI plugins,yes configurable,[empty],[empty],[empty],Quicktagging using keyboard tokens
Phase One Media Pro,yes name  date  rating  file size  and many more,yes individual  linear,Yes EXIF  IPTC  and custom keywords,yes Rotate  Red eye removal  saturation  color balance  levels and more,yes,yes,[empty],yes,Find duplicates  hierarchical keywords  distributable catalog with free Media Pro reader  offline browsing of images
Picasa,yes name  date  rating  faces,yes individual  linear,partial Keywords,partial basic,yes,yes,yes rotation only,yes,collages  Geotagging  Search for Faces  find duplicates
ResourceSpace,yes,yes,yes Exif  IPTC  user defined,yes rotate  gamma,no,[empty],[empty],[empty],[empty]
Shotwell,no,yes individual  linear  hide,yes Read IPTC  Exif  XMP,yes Exposure  Saturation  Tint  Shadows  Temperature  and more,yes,no,no,yes,Nondestructive editor  Auto Enhance Images  Duplicate  Upload  Favorite
Simple Comic,no,[empty],no,yes rotate,yes,[empty],[empty],[empty],capture page  remove page  set icon
STDU Viewer,no,no,no,no,yes,no,no,yes,[empty]
Windows Photo Viewer,no,no,yes|Yes Exif,yes rotate  lossless JPEG rotate  annotate TIFF images,yes,[empty],yes rotate only,yes,[empty]
XnView and XnViewMP,yes name  date  file size  image size  meta data  ,yes individual  linear,yes IPTC  Exif  JPEG comment,yes many,yes configurable,yes Custom monitor profile supported,yes,partial Supported in XnViewMP,Supports Adobe Photoshop Filter 8BF plugins
xv,no,partial individual  all,partial view comments,yes many,yes,[empty],[empty],[empty],[empty]
Zoner Photo Studio,yes name  date  file size  meta data,yes individual  linear,yes IPTC  Exif  XMP  JPEG comment,yes very many,yes configurable,yes,yes,yes,sign images  16 bits per channel  GPS support  merge pictures to HDR  WIC codecs support
Program,search (criteria),selection (styles),metadata,adjust image (functions),hotkeys,color management (ICC),JPEG Lossless operations,Unicode support,other / special
