Client name,Platform,License,WebDAV ACL editor,Discovery of other user‚Äôs collections,ICalendar events,ICalendar tasks,ICalendar journals,ICalendar VAVAILABILITY (RFC 7953),CalDAV Scheduling,CardDAV,vCard Synchronization,User interface,Online store,.well-known URLs,[http://www.calconnect.org/pubdocs/CD0903%20Freebusy%20Read%20URL.pdf FBURL],[[SRV record|<span title='RFC 6764 ‚ÄúLocating Services for Calendaring Extensions to WebDAV (CalDAV) and vCard Extensions to WebDAV (CardDAV)‚Ä?'>DNS SRV]],handles home-sets
AgenDAV<ref>AgenDAV project home</ref>,Cross-platform JavaScript Web browser,[empty],limited,[empty],[empty],[empty],[empty],[empty],Does not arrange meetings with participants,[empty],out of scope,AgenDAV's fullcalendar.io,[empty],The used server is fixed in the configuration file,Does not arrange meetings with participants,the caldav-server settings need to be fixed in AgenDAV's configuration file,[empty]
Cadaver<ref></ref>,Command-line,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
aCal<ref></ref>,Android,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],aCal,[empty],[empty],[empty],[empty],[empty]
AndroidCaldavSyncAdapater<ref></ref>,Android,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],out of scope,Android,[empty],[empty],Out of scope,[empty],[empty]
CalDavZAP<ref>CalDavZAP</ref>,Cross-platform JavaScript Web browser,[empty],[empty],[empty],[empty],[empty],[empty],[empty],Does not arrange meetings with participants,[empty],out of scope,CalDavZAP,[empty],The used server is fixed in the configuration file,Does not arrange meetings with participants,The used server is fixed in the configuration file,[empty]
CardDavMATE<ref>CardDavMATE</ref>,Cross-platform JavaScript Web browser,[empty],[empty],[empty],out of scope,out of scope,out of scope,out of scope,out of scope,vCard 3.0 only,[empty],CardDavMATE,[empty],The used server is fixed in the configuration file,Out of scope,The used server is fixed in the configuration file,[empty]
InfCloud (CalDavZAP+CardDavMATE)<ref>InfCloud (integrated version of CalDavZAP and CardDavMATE)</ref>,Cross-platform JavaScript Web browser,[empty],[empty],[empty],[empty],[empty],[empty],[empty],Does not arrange meetings with participants,vCard 3.0 only,[empty],InfCloud,[empty],The used server is fixed in the configuration file,Does not arrange meetings with participants,The used server is fixed in the configuration file,[empty]
Chandler Desktop<ref>Chandler Project </ref>,Cross-platform Python,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
DAVx‚?µ<ref>DAVx‚?µ website</ref>,Android,[empty],[empty],[empty],[empty],[empty],out of scope,out of scope,(except attendees/invitations),[empty],(server always wins),Android  OpenTasks,[empty],[empty],out of scope,[empty],[empty]
jqCalDAV<ref>jqCalDAV project home</ref>,Cross-platform JavaScript Web browser,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
KCardDAV<ref>KCardDAV project home</ref> (discontinued),Cross-platform Kontact add-on,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
KOrganizer  KAddressBook  Kontact,Unix-KDE,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],KOrganizer,[empty],[empty],[empty],[empty],[empty]
Lightning<ref>Lightning - Project Home</ref>,Cross-platform Thunderbird Add-on,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Out of scope,Lightning,[empty],[empty],[empty],[empty],probably not
CardBook<ref>CardBook source</ref>,Cross-platform Thunderbird Add-on,[empty],[empty],[empty],Out of scope,Out of scope,Out of scope,Out of scope,Out of scope,vCard 3.0 and vCard 4.0,[empty],CardBook,Mozilla Add-ons (ATN),[empty],Out of scope,[empty],partial
MineTime<ref>MineTime features</ref>,Cross-platform,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],MineTime,minetime.ai,[empty],[empty],[empty]
Mulberry<ref>Mulberry client configuration</ref>,Cross-platform,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Outlook CalDav Synchronizer<ref>Outlook CalDav Synchronizer website</ref>,Windows,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Outlook,[empty],[empty],[empty],[empty],[empty]
pyCardDAV<ref>pyCardDAV project home</ref>,Cross-platform Python,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
The Bat!<ref>The Bat! - Features</ref>,Windows,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],The Bat!,[empty],[empty],[empty],[empty],[empty]
Inverse SOGo Connector-Integrator<ref>SOGo Overview</ref>,Cross-platform Thunderbird Add-on,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Mozilla,[empty],[empty],[empty],[empty],[empty]
Evolution,Cross-platform,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],vCard 3.0 only,[empty],Evolution,[empty],[empty],if the URL does not require authentication,[empty],[empty]
ReminderFox<ref>ReminderFox project home</ref>,Cross-platform Firefox,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],ReminderFox,[empty],[empty],[empty],[empty],[empty]
Server name,License,Programming language,RFC 2616 HTTP/1.1,RFC 2617 HTTP,RFC 2518 WebDAV,RFC 3253 WebDAV,RFC 3744 WebDAV ACL,RFC 4324 iCal,RFC 4331 WebDAV quota,RFC 4709 WebDAV mount,RFC 4791 CalDAV,RFC 4918 WebDAV,RFC 5397 WebDAV current principal,RFC 5545 iCal (Availability Check),RFC 5546 iCal (Group Scheduling),RFC 5689 WebDAV MKCOL,RFC 5995 WebDAV POST add member,RFC 6352 CardDAV vCard,RFC 6578 WebDAV,RFC 6638 CalDAV (Auto-Schedule),RFC 7529 iCal,RFC 7540 HTTP/2,RFC 7809 CalDAV time zones by,RFC 7953 iCal,[http://www.calconnect.org/pubdocs/CD0903%20Freebusy%20Read%20URL.pdf Free-busy URL]
Ba√Økal<ref></ref><ref>Ba√Økal iCal export</ref>,[empty],PHP,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Bedework<ref>Bedework overview</ref>,[empty],Java,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Calendar and Contacts Server<ref></ref>,[empty],Python,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Calypso<ref>Calypso</ref>,[empty],Python,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Cyrus IMAP<ref>Cyrus IMAP Features</ref>,[empty],C,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
DAViCal<ref>DAViCal RFC Compliance</ref>,[empty],PHP,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
DavMail<ref>DavMail project home</ref>,[empty],Java,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Fennel<ref>Fennel on GitHub</ref>,[empty],JavaScript,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Group-Office<ref>Group-Office website</ref>,[empty],PHP,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Horde Groupware,[empty],PHP,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Nextcloud<ref>Nextcloud home</ref>,[empty],PHP,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Open Xchange,, CC,Java  JavaScript,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
ownCloud<ref>ownCloud home</ref>,[empty],PHP,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Radicale<ref></ref>,[empty],Python,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
SabreDAV<ref>SabreDAV Supported RFC's</ref>,[empty],PHP,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Xandikos<ref>Xandikos</ref>,[empty],Python,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Zarafa,[empty],PHP,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Read only,[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Zentyal<ref>Zentyal Community Edition official Site</ref>,[empty],Perl,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Zimbra,[empty],Java,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
